File,MotionCutoff,FreezeThresh,MinFreezeDuration,Frame,Motion,Freezing
Freezing_animal.mpg,10.0,200.0,15.0,1510,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1511,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1512,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1513,8.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1514,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1515,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1516,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1517,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1518,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1519,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1520,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1521,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1522,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1523,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1524,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1525,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1526,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1527,77.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1528,141.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1529,224.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1530,177.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1531,224.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1532,249.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1533,292.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1534,53.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1535,256.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1536,353.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1537,118.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1538,170.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1539,194.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1540,315.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1541,218.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1542,131.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1543,114.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1544,143.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1545,165.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1546,400.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1547,153.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1548,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1549,127.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1550,8.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1551,68.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1552,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1553,68.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1554,5.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1555,49.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1556,13.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1557,37.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1558,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1559,12.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1560,2.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1561,2.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1562,6.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1563,3.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1564,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1565,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1566,6.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1567,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1568,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1569,17.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1570,59.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1571,172.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1572,226.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1573,310.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1574,241.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1575,270.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1576,416.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1577,508.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1578,422.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1579,259.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1580,465.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1581,334.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1582,157.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1583,76.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1584,128.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1585,45.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1586,277.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1587,166.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1588,108.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1589,48.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1590,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1591,90.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1592,59.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1593,113.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1594,93.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1595,140.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1596,70.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1597,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1598,79.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1599,98.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1600,10.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1601,71.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1602,147.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1603,101.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1604,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1605,34.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1606,47.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1607,4.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1608,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1609,3.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1610,96.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1611,206.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1612,418.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1613,521.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1614,463.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1615,351.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1616,542.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1617,571.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1618,384.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1619,203.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1620,406.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1621,602.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1622,238.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1623,25.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1624,230.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1625,68.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1626,188.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1627,328.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1628,354.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1629,381.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1630,248.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1631,393.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1632,310.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1633,232.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1634,468.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1635,439.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1636,229.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1637,167.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1638,227.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1639,360.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1640,385.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1641,418.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1642,330.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1643,139.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1644,35.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1645,77.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1646,67.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1647,28.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1648,66.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1649,8.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1650,33.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1651,68.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1652,30.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1653,11.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1654,69.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1655,2.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1656,100.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1657,43.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1658,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1659,6.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1660,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1661,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1662,10.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1663,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1664,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1665,10.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1666,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1667,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1668,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1669,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1670,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1671,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1672,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1673,7.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1674,26.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1675,266.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1676,728.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1677,721.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1678,588.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1679,298.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1680,164.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1681,190.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1682,72.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1683,58.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1684,243.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1685,191.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1686,55.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1687,174.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1688,408.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1689,80.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1690,60.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1691,17.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1692,2.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1693,73.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1694,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1695,45.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1696,38.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1697,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1698,58.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1699,12.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1700,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1701,44.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1702,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1703,20.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1704,14.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1705,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1706,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1707,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1708,4.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1709,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1710,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1711,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1712,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1713,8.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1714,125.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1715,22.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1716,57.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1717,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1718,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1719,17.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1720,142.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1721,65.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1722,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1723,85.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1724,109.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1725,26.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1726,69.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1727,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1728,51.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1729,82.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1730,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1731,64.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1732,11.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1733,14.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1734,74.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1735,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1736,14.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1737,22.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1738,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1739,41.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1740,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1741,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1742,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1743,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1744,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1745,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1746,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1747,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1748,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1749,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1750,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1751,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1752,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1753,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1754,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1755,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1756,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1757,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1758,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1759,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1760,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1761,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1762,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1763,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1764,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1765,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1766,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1767,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1768,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1769,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1770,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1771,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1772,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1773,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1774,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1775,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1776,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1777,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1778,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1779,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1780,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1781,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1782,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1783,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1784,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1785,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1786,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1787,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1788,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1789,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1790,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1791,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1792,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1793,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1794,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1795,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1796,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1797,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1798,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1799,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1800,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1801,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1802,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1803,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1804,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1805,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1806,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1807,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1808,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1809,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1810,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1811,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1812,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1813,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1814,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1815,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1816,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1817,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1818,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1819,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1820,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1821,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1822,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1823,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1824,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1825,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1826,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1827,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1828,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1829,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1830,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1831,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1832,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1833,239.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1834,36.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1835,51.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1836,390.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1837,482.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1838,299.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1839,149.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1840,154.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1841,13.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1842,166.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1843,91.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1844,3.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1845,17.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1846,25.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1847,46.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1848,2.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1849,0.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1850,155.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1851,320.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1852,133.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1853,49.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1854,271.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1855,136.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1856,91.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1857,147.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1858,238.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1859,256.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1860,430.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1861,516.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1862,413.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1863,147.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1864,352.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1865,591.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1866,730.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1867,93.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1868,224.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1869,168.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1870,20.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1871,200.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1872,341.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1873,95.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1874,149.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1875,276.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1876,233.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1877,227.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1878,48.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1879,107.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1880,121.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1881,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1882,101.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1883,43.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1884,18.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1885,64.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1886,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1887,67.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1888,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1889,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1890,24.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1891,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1892,4.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1893,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1894,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1895,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1896,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1897,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1898,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1899,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1900,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1901,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1902,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1903,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1904,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1905,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1906,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1907,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1908,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1909,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1910,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1911,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1912,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1913,5.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1914,16.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1915,40.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1916,375.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1917,494.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1918,240.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1919,308.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1920,84.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1921,88.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1922,6.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1923,306.0,0
Freezing_animal.mpg,10.0,200.0,15.0,1924,176.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1925,147.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1926,174.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1927,0.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1928,47.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1929,100.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1930,1.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1931,75.0,100
Freezing_animal.mpg,10.0,200.0,15.0,1932,86.0,100
